date,time,planet1,planet2,aspect,aspect_abbrev,angle,planet1_lon,planet2_lon,description
2030.07.04,00:00,Neptune,Pluto,Sextile,Sext,60.6701,11.3840,310.7139,Neptune-Pluto Sext
2030.07.05,00:00,Neptune,Pluto,Sextile,Sext,60.6718,11.3901,310.7183,Neptune-Pluto Sext
2030.07.06,00:00,Neptune,Pluto,Sextile,Sext,60.6735,11.3962,310.7227,Neptune-Pluto Sext
2030.07.07,00:00,Neptune,Pluto,Sextile,Sext,60.6753,11.4023,310.7271,Neptune-Pluto Sext
2030.07.08,00:00,Neptune,Pluto,Sextile,Sext,60.6770,11.4084,310.7314,Neptune-Pluto Sext
2030.07.09,00:00,Neptune,Pluto,Sextile,Sext,60.6787,11.4145,310.7358,Neptune-Pluto Sext
2030.07.10,00:00,Neptune,Pluto,Sextile,Sext,60.6805,11.4206,310.7402,Neptune-Pluto Sext
2030.07.11,00:00,Neptune,Pluto,Sextile,Sext,60.6822,11.4267,310.7446,Neptune-Pluto Sext
2030.07.12,00:00,Neptune,Pluto,Sextile,Sext,60.6839,11.4328,310.7489,Neptune-Pluto Sext
2030.07.13,00:00,Neptune,Pluto,Sextile,Sext,60.6856,11.4389,310.7533,Neptune-Pluto Sext
2030.07.14,00:00,Neptune,Pluto,Sextile,Sext,60.6874,11.4450,310.7577,Neptune-Pluto Sext
2030.07.15,00:00,Neptune,Pluto,Sextile,Sext,60.6891,11.4511,310.7621,Neptune-Pluto Sext
2030.07.16,00:00,Neptune,Pluto,Sextile,Sext,60.6908,11.4572,310.7664,Neptune-Pluto Sext
2030.07.17,00:00,Neptune,Pluto,Sextile,Sext,60.6926,11.4633,310.7708,Neptune-Pluto Sext
2030.07.18,00:00,Neptune,Pluto,Sextile,Sext,60.6943,11.4694,310.7752,Neptune-Pluto Sext
2030.07.19,00:00,Neptune,Pluto,Sextile,Sext,60.6960,11.4755,310.7796,Neptune-Pluto Sext
2030.07.20,00:00,Neptune,Pluto,Sextile,Sext,60.6977,11.4816,310.7839,Neptune-Pluto Sext
2030.07.21,00:00,Neptune,Pluto,Sextile,Sext,60.6994,11.4878,310.7883,Neptune-Pluto Sext
2030.07.22,00:00,Neptune,Pluto,Sextile,Sext,60.7012,11.4939,310.7927,Neptune-Pluto Sext
2030.07.23,00:00,Neptune,Pluto,Sextile,Sext,60.7029,11.5000,310.7970,Neptune-Pluto Sext
2030.07.24,00:00,Neptune,Pluto,Sextile,Sext,60.7046,11.5061,310.8014,Neptune-Pluto Sext
2030.07.25,00:00,Neptune,Pluto,Sextile,Sext,60.7064,11.5122,310.8058,Neptune-Pluto Sext
2030.07.26,00:00,Neptune,Pluto,Sextile,Sext,60.7081,11.5183,310.8102,Neptune-Pluto Sext
2030.07.27,00:00,Neptune,Pluto,Sextile,Sext,60.7098,11.5244,310.8145,Neptune-Pluto Sext
2030.07.28,00:00,Neptune,Pluto,Sextile,Sext,60.7116,11.5305,310.8189,Neptune-Pluto Sext
2030.07.29,00:00,Neptune,Pluto,Sextile,Sext,60.7133,11.5366,310.8233,Neptune-Pluto Sext
2030.07.30,00:00,Neptune,Pluto,Sextile,Sext,60.7150,11.5427,310.8276,Neptune-Pluto Sext
2030.07.31,00:00,Neptune,Pluto,Sextile,Sext,60.7167,11.5488,310.8320,Neptune-Pluto Sext
2030.08.01,00:00,Neptune,Pluto,Sextile,Sext,60.7185,11.5549,310.8364,Neptune-Pluto Sext
2030.08.02,00:00,Neptune,Pluto,Sextile,Sext,60.7202,11.5610,310.8408,Neptune-Pluto Sext
2030.08.03,00:00,Neptune,Pluto,Sextile,Sext,60.7219,11.5671,310.8452,Neptune-Pluto Sext
2030.08.04,00:00,Neptune,Pluto,Sextile,Sext,60.7236,11.5732,310.8495,Neptune-Pluto Sext
2030.08.05,00:00,Neptune,Pluto,Sextile,Sext,60.7254,11.5793,310.8539,Neptune-Pluto Sext
2030.08.06,00:00,Neptune,Pluto,Sextile,Sext,60.7271,11.5854,310.8583,Neptune-Pluto Sext
2030.08.07,00:00,Neptune,Pluto,Sextile,Sext,60.7288,11.5915,310.8626,Neptune-Pluto Sext
2030.08.08,00:00,Neptune,Pluto,Sextile,Sext,60.7306,11.5976,310.8670,Neptune-Pluto Sext
2030.08.09,00:00,Neptune,Pluto,Sextile,Sext,60.7323,11.6037,310.8714,Neptune-Pluto Sext
2030.08.10,00:00,Neptune,Pluto,Sextile,Sext,60.7340,11.6098,310.8758,Neptune-Pluto Sext
2030.08.11,00:00,Neptune,Pluto,Sextile,Sext,60.7358,11.6159,310.8801,Neptune-Pluto Sext
2030.08.12,00:00,Neptune,Pluto,Sextile,Sext,60.7375,11.6220,310.8845,Neptune-Pluto Sext
2030.08.13,00:00,Neptune,Pluto,Sextile,Sext,60.7392,11.6281,310.8889,Neptune-Pluto Sext
2030.08.14,00:00,Neptune,Pluto,Sextile,Sext,60.7409,11.6342,310.8932,Neptune-Pluto Sext
2030.08.15,00:00,Neptune,Pluto,Sextile,Sext,60.7427,11.6403,310.8976,Neptune-Pluto Sext
2030.08.16,00:00,Neptune,Pluto,Sextile,Sext,60.7444,11.6464,310.9020,Neptune-Pluto Sext
2030.08.17,00:00,Neptune,Pluto,Sextile,Sext,60.7461,11.6525,310.9064,Neptune-Pluto Sext
2030.08.18,00:00,Neptune,Pluto,Sextile,Sext,60.7479,11.6586,310.9107,Neptune-Pluto Sext
2030.08.19,00:00,Neptune,Pluto,Sextile,Sext,60.7496,11.6647,310.9151,Neptune-Pluto Sext
2030.08.20,00:00,Neptune,Pluto,Sextile,Sext,60.7514,11.6708,310.9194,Neptune-Pluto Sext
2030.08.21,00:00,Neptune,Pluto,Sextile,Sext,60.7531,11.6769,310.9238,Neptune-Pluto Sext
2030.08.22,00:00,Neptune,Pluto,Sextile,Sext,60.7548,11.6830,310.9282,Neptune-Pluto Sext
2030.08.23,00:00,Neptune,Pluto,Sextile,Sext,60.7566,11.6891,310.9326,Neptune-Pluto Sext
2030.08.24,00:00,Neptune,Pluto,Sextile,Sext,60.7583,11.6952,310.9369,Neptune-Pluto Sext
2030.08.25,00:00,Neptune,Pluto,Sextile,Sext,60.7600,11.7013,310.9413,Neptune-Pluto Sext
2030.08.26,00:00,Neptune,Pluto,Sextile,Sext,60.7617,11.7074,310.9457,Neptune-Pluto Sext
2030.08.27,00:00,Neptune,Pluto,Sextile,Sext,60.7635,11.7135,310.9500,Neptune-Pluto Sext
2030.08.28,00:00,Neptune,Pluto,Sextile,Sext,60.7652,11.7196,310.9544,Neptune-Pluto Sext
2030.08.29,00:00,Jupiter,Saturn,Opposition,Opp,179.0133,241.1041,62.0908,Jupiter-Saturn Opp
2030.08.29,00:00,Neptune,Pluto,Sextile,Sext,60.7669,11.7257,310.9588,Neptune-Pluto Sext
2030.08.30,00:00,Jupiter,Saturn,Opposition,Opp,179.0544,241.1821,62.1277,Jupiter-Saturn Opp
2030.08.30,00:00,Neptune,Pluto,Sextile,Sext,60.7687,11.7318,310.9632,Neptune-Pluto Sext
2030.08.31,00:00,Jupiter,Saturn,Opposition,Opp,179.0955,241.2600,62.1646,Jupiter-Saturn Opp
2030.08.31,00:00,Neptune,Pluto,Sextile,Sext,60.7704,11.7379,310.9675,Neptune-Pluto Sext
2030.09.01,00:00,Jupiter,Saturn,Opposition,Opp,179.1366,241.3380,62.2014,Jupiter-Saturn Opp
2030.09.01,00:00,Neptune,Pluto,Sextile,Sext,60.7722,11.7440,310.9719,Neptune-Pluto Sext
2030.09.02,00:00,Jupiter,Saturn,Opposition,Opp,179.1777,241.4160,62.2383,Jupiter-Saturn Opp
2030.09.02,00:00,Neptune,Pluto,Sextile,Sext,60.7739,11.7501,310.9762,Neptune-Pluto Sext
2030.09.03,00:00,Jupiter,Saturn,Opposition,Opp,179.2188,241.4940,62.2752,Jupiter-Saturn Opp
2030.09.03,00:00,Neptune,Pluto,Sextile,Sext,60.7756,11.7562,310.9806,Neptune-Pluto Sext
2030.09.04,00:00,Jupiter,Saturn,Opposition,Opp,179.2600,241.5720,62.3120,Jupiter-Saturn Opp
2030.09.04,00:00,Neptune,Pluto,Sextile,Sext,60.7774,11.7623,310.9850,Neptune-Pluto Sext
2030.09.05,00:00,Jupiter,Saturn,Opposition,Opp,179.3011,241.6500,62.3489,Jupiter-Saturn Opp
2030.09.05,00:00,Neptune,Pluto,Sextile,Sext,60.7791,11.7684,310.9894,Neptune-Pluto Sext
2030.09.06,00:00,Jupiter,Saturn,Opposition,Opp,179.3423,241.7280,62.3858,Jupiter-Saturn Opp
2030.09.06,00:00,Neptune,Pluto,Sextile,Sext,60.7808,11.7745,310.9937,Neptune-Pluto Sext
2030.09.07,00:00,Jupiter,Saturn,Opposition,Opp,179.3834,241.8061,62.4227,Jupiter-Saturn Opp
2030.09.07,00:00,Neptune,Pluto,Sextile,Sext,60.7825,11.7806,310.9981,Neptune-Pluto Sext
2030.09.08,00:00,Jupiter,Saturn,Opposition,Opp,179.4246,241.8841,62.4595,Jupiter-Saturn Opp
2030.09.08,00:00,Neptune,Pluto,Sextile,Sext,60.7843,11.7867,311.0025,Neptune-Pluto Sext
2030.09.09,00:00,Jupiter,Saturn,Opposition,Opp,179.4657,241.9622,62.4964,Jupiter-Saturn Opp
2030.09.09,00:00,Neptune,Pluto,Sextile,Sext,60.7860,11.7929,311.0068,Neptune-Pluto Sext
2030.09.10,00:00,Jupiter,Saturn,Opposition,Opp,179.5069,242.0402,62.5333,Jupiter-Saturn Opp
2030.09.10,00:00,Neptune,Pluto,Sextile,Sext,60.7878,11.7990,311.0112,Neptune-Pluto Sext
2030.09.11,00:00,Jupiter,Saturn,Opposition,Opp,179.5481,242.1183,62.5702,Jupiter-Saturn Opp
2030.09.11,00:00,Neptune,Pluto,Sextile,Sext,60.7895,11.8051,311.0156,Neptune-Pluto Sext
2030.09.12,00:00,Jupiter,Saturn,Opposition,Opp,179.5893,242.1963,62.6071,Jupiter-Saturn Opp
2030.09.12,00:00,Neptune,Pluto,Sextile,Sext,60.7912,11.8112,311.0199,Neptune-Pluto Sext
2030.09.13,00:00,Jupiter,Saturn,Opposition,Opp,179.6305,242.2744,62.6440,Jupiter-Saturn Opp
2030.09.13,00:00,Neptune,Pluto,Sextile,Sext,60.7930,11.8173,311.0243,Neptune-Pluto Sext
2030.09.14,00:00,Jupiter,Saturn,Opposition,Opp,179.6717,242.3525,62.6808,Jupiter-Saturn Opp
2030.09.14,00:00,Neptune,Pluto,Sextile,Sext,60.7947,11.8234,311.0287,Neptune-Pluto Sext
2030.09.15,00:00,Jupiter,Saturn,Opposition,Opp,179.7129,242.4306,62.7177,Jupiter-Saturn Opp
2030.09.15,00:00,Neptune,Pluto,Sextile,Sext,60.7964,11.8295,311.0330,Neptune-Pluto Sext
2030.09.16,00:00,Jupiter,Saturn,Opposition,Opp,179.7541,242.5087,62.7546,Jupiter-Saturn Opp
2030.09.16,00:00,Neptune,Pluto,Sextile,Sext,60.7982,11.8356,311.0374,Neptune-Pluto Sext
2030.09.17,00:00,Jupiter,Saturn,Opposition,Opp,179.7953,242.5868,62.7915,Jupiter-Saturn Opp
2030.09.17,00:00,Neptune,Pluto,Sextile,Sext,60.7999,11.8417,311.0418,Neptune-Pluto Sext
2030.09.18,00:00,Jupiter,Saturn,Opposition,Opp,179.8365,242.6649,62.8284,Jupiter-Saturn Opp
2030.09.18,00:00,Neptune,Pluto,Sextile,Sext,60.8016,11.8478,311.0461,Neptune-Pluto Sext
2030.09.19,00:00,Jupiter,Saturn,Opposition,Opp,179.8778,242.7430,62.8653,Jupiter-Saturn Opp
2030.09.19,00:00,Neptune,Pluto,Sextile,Sext,60.8034,11.8539,311.0505,Neptune-Pluto Sext
2030.09.20,00:00,Jupiter,Saturn,Opposition,Opp,179.9190,242.8212,62.9022,Jupiter-Saturn Opp
2030.09.20,00:00,Neptune,Pluto,Sextile,Sext,60.8051,11.8600,311.0548,Neptune-Pluto Sext
2030.09.21,00:00,Jupiter,Saturn,Opposition,Opp,179.9602,242.8993,62.9391,Jupiter-Saturn Opp
2030.09.21,00:00,Neptune,Pluto,Sextile,Sext,60.8069,11.8661,311.0592,Neptune-Pluto Sext
2030.09.22,00:00,Jupiter,Saturn,Opposition,Opp,179.9985,242.9775,62.9760,Jupiter-Saturn Opp
2030.09.22,00:00,Neptune,Pluto,Sextile,Sext,60.8086,11.8722,311.0636,Neptune-Pluto Sext
2030.09.23,00:00,Jupiter,Saturn,Opposition,Opp,179.9572,243.0556,63.0129,Jupiter-Saturn Opp
2030.09.23,00:00,Neptune,Pluto,Sextile,Sext,60.8103,11.8783,311.0680,Neptune-Pluto Sext
2030.09.24,00:00,Jupiter,Saturn,Opposition,Opp,179.9160,243.1338,63.0497,Jupiter-Saturn Opp
2030.09.24,00:00,Neptune,Pluto,Sextile,Sext,60.8121,11.8844,311.0723,Neptune-Pluto Sext
2030.09.25,00:00,Jupiter,Saturn,Opposition,Opp,179.8747,243.2119,63.0866,Jupiter-Saturn Opp
2030.09.25,00:00,Neptune,Pluto,Sextile,Sext,60.8138,11.8905,311.0767,Neptune-Pluto Sext
2030.09.26,00:00,Jupiter,Saturn,Opposition,Opp,179.8334,243.2901,63.1235,Jupiter-Saturn Opp
2030.09.26,00:00,Neptune,Pluto,Sextile,Sext,60.8155,11.8966,311.0810,Neptune-Pluto Sext
2030.09.27,00:00,Jupiter,Saturn,Opposition,Opp,179.7921,243.3683,63.1604,Jupiter-Saturn Opp
2030.09.27,00:00,Neptune,Pluto,Sextile,Sext,60.8173,11.9027,311.0854,Neptune-Pluto Sext
2030.09.28,00:00,Jupiter,Saturn,Opposition,Opp,179.7508,243.4465,63.1973,Jupiter-Saturn Opp
2030.09.28,00:00,Neptune,Pluto,Sextile,Sext,60.8190,11.9088,311.0898,Neptune-Pluto Sext
2030.09.29,00:00,Jupiter,Saturn,Opposition,Opp,179.7095,243.5247,63.2343,Jupiter-Saturn Opp
2030.09.29,00:00,Neptune,Pluto,Sextile,Sext,60.8208,11.9149,311.0941,Neptune-Pluto Sext
2030.09.30,00:00,Jupiter,Saturn,Opposition,Opp,179.6682,243.6029,63.2712,Jupiter-Saturn Opp
2030.09.30,00:00,Neptune,Pluto,Sextile,Sext,60.8225,11.9210,311.0985,Neptune-Pluto Sext
2030.10.01,00:00,Jupiter,Saturn,Opposition,Opp,179.6269,243.6812,63.3081,Jupiter-Saturn Opp
2030.10.01,00:00,Neptune,Pluto,Sextile,Sext,60.8242,11.9271,311.1029,Neptune-Pluto Sext
2030.10.02,00:00,Jupiter,Saturn,Opposition,Opp,179.5856,243.7594,63.3450,Jupiter-Saturn Opp
2030.10.02,00:00,Neptune,Pluto,Sextile,Sext,60.8260,11.9332,311.1072,Neptune-Pluto Sext
2030.10.03,00:00,Jupiter,Saturn,Opposition,Opp,179.5443,243.8376,63.3819,Jupiter-Saturn Opp
2030.10.03,00:00,Neptune,Pluto,Sextile,Sext,60.8277,11.9393,311.1116,Neptune-Pluto Sext
2030.10.04,00:00,Jupiter,Saturn,Opposition,Opp,179.5029,243.9158,63.4188,Jupiter-Saturn Opp
2030.10.04,00:00,Neptune,Pluto,Sextile,Sext,60.8295,11.9454,311.1160,Neptune-Pluto Sext
2030.10.05,00:00,Jupiter,Saturn,Opposition,Opp,179.4616,243.9941,63.4557,Jupiter-Saturn Opp
2030.10.05,00:00,Neptune,Pluto,Sextile,Sext,60.8312,11.9515,311.1203,Neptune-Pluto Sext
2030.10.06,00:00,Jupiter,Saturn,Opposition,Opp,179.4202,244.0724,63.4926,Jupiter-Saturn Opp
2030.10.06,00:00,Neptune,Pluto,Sextile,Sext,60.8329,11.9576,311.1247,Neptune-Pluto Sext
2030.10.07,00:00,Jupiter,Saturn,Opposition,Opp,179.3789,244.1506,63.5295,Jupiter-Saturn Opp
2030.10.07,00:00,Neptune,Pluto,Sextile,Sext,60.8347,11.9637,311.1291,Neptune-Pluto Sext
2030.10.08,00:00,Jupiter,Saturn,Opposition,Opp,179.3375,244.2289,63.5664,Jupiter-Saturn Opp
2030.10.08,00:00,Neptune,Pluto,Sextile,Sext,60.8364,11.9698,311.1334,Neptune-Pluto Sext
2030.10.09,00:00,Jupiter,Saturn,Opposition,Opp,179.2962,244.3072,63.6033,Jupiter-Saturn Opp
2030.10.09,00:00,Neptune,Pluto,Sextile,Sext,60.8381,11.9759,311.1378,Neptune-Pluto Sext
2030.10.10,00:00,Jupiter,Saturn,Opposition,Opp,179.2548,244.3855,63.6403,Jupiter-Saturn Opp
2030.10.10,00:00,Neptune,Pluto,Sextile,Sext,60.8399,11.9820,311.1421,Neptune-Pluto Sext
2030.10.11,00:00,Jupiter,Saturn,Opposition,Opp,179.2134,244.4638,63.6772,Jupiter-Saturn Opp
2030.10.11,00:00,Neptune,Pluto,Sextile,Sext,60.8416,11.9881,311.1465,Neptune-Pluto Sext
2030.10.12,00:00,Jupiter,Saturn,Opposition,Opp,179.1720,244.5421,63.7141,Jupiter-Saturn Opp
2030.10.12,00:00,Neptune,Pluto,Sextile,Sext,60.8434,11.9942,311.1509,Neptune-Pluto Sext
2030.10.13,00:00,Jupiter,Saturn,Opposition,Opp,179.1306,244.6204,63.7510,Jupiter-Saturn Opp
2030.10.13,00:00,Neptune,Pluto,Sextile,Sext,60.8451,12.0003,311.1552,Neptune-Pluto Sext
2030.10.14,00:00,Jupiter,Saturn,Opposition,Opp,179.0892,244.6987,63.7879,Jupiter-Saturn Opp
2030.10.14,00:00,Neptune,Pluto,Sextile,Sext,60.8469,12.0064,311.1596,Neptune-Pluto Sext
2030.10.15,00:00,Jupiter,Saturn,Opposition,Opp,179.0478,244.7770,63.8249,Jupiter-Saturn Opp
2030.10.15,00:00,Neptune,Pluto,Sextile,Sext,60.8486,12.0125,311.1640,Neptune-Pluto Sext
2030.10.16,00:00,Jupiter,Saturn,Opposition,Opp,179.0064,244.8554,63.8618,Jupiter-Saturn Opp
2030.10.16,00:00,Neptune,Pluto,Sextile,Sext,60.8503,12.0187,311.1683,Neptune-Pluto Sext
2030.10.17,00:00,Neptune,Pluto,Sextile,Sext,60.8521,12.0248,311.1727,Neptune-Pluto Sext
2030.10.18,00:00,Neptune,Pluto,Sextile,Sext,60.8538,12.0309,311.1771,Neptune-Pluto Sext
2030.10.19,00:00,Neptune,Pluto,Sextile,Sext,60.8556,12.0370,311.1814,Neptune-Pluto Sext
2030.10.20,00:00,Neptune,Pluto,Sextile,Sext,60.8573,12.0431,311.1858,Neptune-Pluto Sext
2030.10.21,00:00,Neptune,Pluto,Sextile,Sext,60.8590,12.0492,311.1901,Neptune-Pluto Sext
2030.10.22,00:00,Neptune,Pluto,Sextile,Sext,60.8608,12.0553,311.1945,Neptune-Pluto Sext
2030.10.23,00:00,Neptune,Pluto,Sextile,Sext,60.8625,12.0614,311.1989,Neptune-Pluto Sext
2030.10.24,00:00,Neptune,Pluto,Sextile,Sext,60.8643,12.0675,311.2032,Neptune-Pluto Sext
2030.10.25,00:00,Neptune,Pluto,Sextile,Sext,60.8660,12.0736,311.2076,Neptune-Pluto Sext
2030.10.26,00:00,Neptune,Pluto,Sextile,Sext,60.8677,12.0797,311.2119,Neptune-Pluto Sext
2030.10.27,00:00,Neptune,Pluto,Sextile,Sext,60.8695,12.0858,311.2163,Neptune-Pluto Sext
2030.10.28,00:00,Neptune,Pluto,Sextile,Sext,60.8712,12.0919,311.2207,Neptune-Pluto Sext
2030.10.29,00:00,Neptune,Pluto,Sextile,Sext,60.8730,12.0980,311.2250,Neptune-Pluto Sext
2030.10.30,00:00,Neptune,Pluto,Sextile,Sext,60.8747,12.1041,311.2294,Neptune-Pluto Sext
2030.10.31,00:00,Neptune,Pluto,Sextile,Sext,60.8765,12.1102,311.2337,Neptune-Pluto Sext
2030.11.01,00:00,Neptune,Pluto,Sextile,Sext,60.8782,12.1163,311.2381,Neptune-Pluto Sext
2030.11.02,00:00,Neptune,Pluto,Sextile,Sext,60.8799,12.1224,311.2425,Neptune-Pluto Sext
2030.11.03,00:00,Neptune,Pluto,Sextile,Sext,60.8817,12.1285,311.2468,Neptune-Pluto Sext
2030.11.04,00:00,Neptune,Pluto,Sextile,Sext,60.8834,12.1346,311.2512,Neptune-Pluto Sext
2030.11.05,00:00,Neptune,Pluto,Sextile,Sext,60.8852,12.1407,311.2555,Neptune-Pluto Sext
2030.11.06,00:00,Neptune,Pluto,Sextile,Sext,60.8869,12.1468,311.2599,Neptune-Pluto Sext
2030.11.07,00:00,Neptune,Pluto,Sextile,Sext,60.8887,12.1529,311.2643,Neptune-Pluto Sext
2030.11.08,00:00,Neptune,Pluto,Sextile,Sext,60.8904,12.1590,311.2686,Neptune-Pluto Sext
2030.11.09,00:00,Neptune,Pluto,Sextile,Sext,60.8922,12.1651,311.2730,Neptune-Pluto Sext
2030.11.10,00:00,Neptune,Pluto,Sextile,Sext,60.8939,12.1712,311.2773,Neptune-Pluto Sext
2030.11.11,00:00,Neptune,Pluto,Sextile,Sext,60.8956,12.1773,311.2817,Neptune-Pluto Sext
2030.11.12,00:00,Neptune,Pluto,Sextile,Sext,60.8974,12.1834,311.2861,Neptune-Pluto Sext
2030.11.13,00:00,Neptune,Pluto,Sextile,Sext,60.8991,12.1895,311.2904,Neptune-Pluto Sext
2030.11.14,00:00,Neptune,Pluto,Sextile,Sext,60.9009,12.1956,311.2948,Neptune-Pluto Sext
2030.11.15,00:00,Neptune,Pluto,Sextile,Sext,60.9026,12.2018,311.2991,Neptune-Pluto Sext
2030.11.16,00:00,Neptune,Pluto,Sextile,Sext,60.9044,12.2079,311.3035,Neptune-Pluto Sext
2030.11.17,00:00,Neptune,Pluto,Sextile,Sext,60.9061,12.2140,311.3078,Neptune-Pluto Sext
2030.11.18,00:00,Neptune,Pluto,Sextile,Sext,60.9079,12.2201,311.3122,Neptune-Pluto Sext
2030.11.19,00:00,Neptune,Pluto,Sextile,Sext,60.9096,12.2262,311.3166,Neptune-Pluto Sext
2030.11.20,00:00,Neptune,Pluto,Sextile,Sext,60.9113,12.2323,311.3209,Neptune-Pluto Sext
2030.11.21,00:00,Neptune,Pluto,Sextile,Sext,60.9131,12.2384,311.3253,Neptune-Pluto Sext
2030.11.22,00:00,Neptune,Pluto,Sextile,Sext,60.9148,12.2445,311.3296,Neptune-Pluto Sext
2030.11.23,00:00,Neptune,Pluto,Sextile,Sext,60.9166,12.2506,311.3340,Neptune-Pluto Sext
2030.11.24,00:00,Neptune,Pluto,Sextile,Sext,60.9183,12.2567,311.3384,Neptune-Pluto Sext
2030.11.25,00:00,Neptune,Pluto,Sextile,Sext,60.9201,12.2628,311.3427,Neptune-Pluto Sext
2030.11.26,00:00,Neptune,Pluto,Sextile,Sext,60.9218,12.2689,311.3470,Neptune-Pluto Sext
2030.11.27,00:00,Neptune,Pluto,Sextile,Sext,60.9236,12.2750,311.3514,Neptune-Pluto Sext
2030.11.28,00:00,Neptune,Pluto,Sextile,Sext,60.9253,12.2811,311.3558,Neptune-Pluto Sext
2030.11.29,00:00,Neptune,Pluto,Sextile,Sext,60.9271,12.2872,311.3601,Neptune-Pluto Sext
2030.11.30,00:00,Neptune,Pluto,Sextile,Sext,60.9288,12.2933,311.3645,Neptune-Pluto Sext
2030.12.01,00:00,Neptune,Pluto,Sextile,Sext,60.9306,12.2994,311.3688,Neptune-Pluto Sext
2030.12.02,00:00,Neptune,Pluto,Sextile,Sext,60.9323,12.3055,311.3732,Neptune-Pluto Sext
2030.12.03,00:00,Neptune,Pluto,Sextile,Sext,60.9341,12.3116,311.3776,Neptune-Pluto Sext
2030.12.04,00:00,Neptune,Pluto,Sextile,Sext,60.9358,12.3177,311.3819,Neptune-Pluto Sext
2030.12.05,00:00,Neptune,Pluto,Sextile,Sext,60.9376,12.3238,311.3862,Neptune-Pluto Sext
2030.12.06,00:00,Neptune,Pluto,Sextile,Sext,60.9393,12.3299,311.3906,Neptune-Pluto Sext
2030.12.07,00:00,Neptune,Pluto,Sextile,Sext,60.9411,12.3360,311.3950,Neptune-Pluto Sext
2030.12.08,00:00,Neptune,Pluto,Sextile,Sext,60.9428,12.3421,311.3993,Neptune-Pluto Sext
2030.12.09,00:00,Neptune,Pluto,Sextile,Sext,60.9446,12.3482,311.4037,Neptune-Pluto Sext
2030.12.10,00:00,Neptune,Pluto,Sextile,Sext,60.9463,12.3543,311.4080,Neptune-Pluto Sext
2030.12.11,00:00,Neptune,Pluto,Sextile,Sext,60.9481,12.3605,311.4124,Neptune-Pluto Sext
2030.12.12,00:00,Neptune,Pluto,Sextile,Sext,60.9498,12.3666,311.4167,Neptune-Pluto Sext
2030.12.13,00:00,Neptune,Pluto,Sextile,Sext,60.9516,12.3727,311.4211,Neptune-Pluto Sext
2030.12.14,00:00,Neptune,Pluto,Sextile,Sext,60.9533,12.3788,311.4255,Neptune-Pluto Sext
2030.12.15,00:00,Neptune,Pluto,Sextile,Sext,60.9551,12.3849,311.4298,Neptune-Pluto Sext
2030.12.16,00:00,Neptune,Pluto,Sextile,Sext,60.9568,12.3910,311.4342,Neptune-Pluto Sext
2030.12.17,00:00,Neptune,Pluto,Sextile,Sext,60.9586,12.3971,311.4385,Neptune-Pluto Sext
2030.12.18,00:00,Neptune,Pluto,Sextile,Sext,60.9603,12.4032,311.4429,Neptune-Pluto Sext
2030.12.19,00:00,Neptune,Pluto,Sextile,Sext,60.9621,12.4093,311.4472,Neptune-Pluto Sext
2030.12.20,00:00,Neptune,Pluto,Sextile,Sext,60.9638,12.4154,311.4516,Neptune-Pluto Sext
2030.12.21,00:00,Neptune,Pluto,Sextile,Sext,60.9656,12.4215,311.4559,Neptune-Pluto Sext
2030.12.22,00:00,Neptune,Pluto,Sextile,Sext,60.9673,12.4276,311.4603,Neptune-Pluto Sext
2030.12.23,00:00,Neptune,Pluto,Sextile,Sext,60.9691,12.4337,311.4646,Neptune-Pluto Sext
2030.12.24,00:00,Neptune,Pluto,Sextile,Sext,60.9708,12.4398,311.4690,Neptune-Pluto Sext
2030.12.25,00:00,Neptune,Pluto,Sextile,Sext,60.9726,12.4459,311.4733,Neptune-Pluto Sext
2030.12.26,00:00,Neptune,Pluto,Sextile,Sext,60.9743,12.4520,311.4777,Neptune-Pluto Sext
2030.12.27,00:00,Jupiter,Pluto,Sextile,Sext,60.9643,250.5177,311.4821,Jupiter-Pluto Sext
2030.12.27,00:00,Neptune,Pluto,Sextile,Sext,60.9761,12.4581,311.4821,Neptune-Pluto Sext
2030.12.28,00:00,Jupiter,Pluto,Sextile,Sext,60.8897,250.5967,311.4864,Jupiter-Pluto Sext
2030.12.28,00:00,Neptune,Pluto,Sextile,Sext,60.9778,12.4642,311.4864,Neptune-Pluto Sext
2030.12.29,00:00,Jupiter,Pluto,Sextile,Sext,60.8151,250.6756,311.4907,Jupiter-Pluto Sext
2030.12.29,00:00,Neptune,Pluto,Sextile,Sext,60.9796,12.4703,311.4907,Neptune-Pluto Sext
2030.12.30,00:00,Jupiter,Pluto,Sextile,Sext,60.7405,250.7546,311.4951,Jupiter-Pluto Sext
2030.12.30,00:00,Neptune,Pluto,Sextile,Sext,60.9813,12.4764,311.4951,Neptune-Pluto Sext
2030.12.31,00:00,Jupiter,Pluto,Sextile,Sext,60.6658,250.8336,311.4995,Jupiter-Pluto Sext
2030.12.31,00:00,Neptune,Pluto,Sextile,Sext,60.9831,12.4825,311.4995,Neptune-Pluto Sext
2031.01.01,00:00,Jupiter,Pluto,Sextile,Sext,60.5912,250.9126,311.5038,Jupiter-Pluto Sext
2031.01.01,00:00,Neptune,Pluto,Sextile,Sext,60.9848,12.4886,311.5038,Neptune-Pluto Sext
2031.01.02,00:00,Jupiter,Pluto,Sextile,Sext,60.5165,250.9916,311.5082,Jupiter-Pluto Sext
