Symbol,Bid,Ask,Spread,Digits,Point,TickSize,TickValue,BaseCurrency,ProfitCurrency,Description,SpreadType,Selected,Visible,SessionHigh,SessionLow,Volume,Time,GannCategory,Price360Range,DegreePerPoint
.ADP.US,306.17,306.34,0.16999999999995907,2,0.01,0.01,1.0,USD,USD,Automatic Data Processing Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ADSK.US,301.04,301.1,0.060000000000002274,2,0.01,0.01,1.0,USD,USD,Autodesk Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AEE.US,100.08,100.12,0.04000000000000625,2,0.01,0.01,1.0,USD,USD,Ameren Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AEM.US,125.85,125.86,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Agnico Eagle Mines Ltd.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AEO.US,11.28,11.29,0.009999999999999787,2,0.01,0.01,1.0,USD,USD,American Eagle Outfitters Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.AEP.US,108.95,108.96,0.009999999999990905,2,0.01,0.01,1.0,USD,USD,American Electric Power Co Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AER.US,112.02,112.09,0.07000000000000739,2,0.01,0.01,1.0,USD,USD,AerCap Holdings N.V. CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AFG.US,125.72,125.77,0.04999999999999716,2,0.01,0.01,1.0,USD,USD,American Financial Group Inc/O CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AFL.US,102.45,102.48,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Aflac Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AFRM.US,65.81,65.87,0.060000000000002274,2,0.01,0.01,1.0,USD,USD,Affirm Holdings Inc - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.AGIO.US,39.65,39.71,0.060000000000002274,2,0.01,0.01,1.0,USD,USD,Agios Pharmaceuticals Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.AGRO.US,9.38,9.39,0.009999999999999787,2,0.01,0.01,1.0,USD,USD,Adecoagro SA CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,SMALL,3.6,100.0
.AI.US,25.98,26.0,0.019999999999999574,2,0.01,0.01,1.0,USD,USD,C3Ai Inc - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.AIG.N,79.22,79.3,0.0799999999999983,2,0.01,0.01,1.0,USD,USD,American International Group,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.AIZ.US,184.67,184.8,0.13000000000002387,2,0.01,0.01,1.0,USD,USD,Assurant Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AJG.US,309.01,309.18,0.17000000000001592,2,0.01,0.01,1.0,USD,USD,Arthur J Gallagher & Co CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AKAM.OQ,80.7,80.75,0.04999999999999716,2,0.01,0.01,1.0,USD,USD,Akamai Technologies Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.AL.US,57.65,57.69,0.03999999999999915,2,0.01,0.01,1.0,USD,USD,Air Lease Corp - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ALB.US,84.18,84.19,0.009999999999990905,2,0.01,0.01,1.0,USD,USD,Albemarle Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ALGN.US,202.17,202.26,0.09000000000000341,2,0.01,0.01,1.0,USD,USD,Align Technology Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ALGT.US,50.36,50.39,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Allegiant Travel Co CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ALK.US,50.84,50.91,0.06999999999999318,2,0.01,0.01,1.0,USD,USD,Alaska Air Group Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ALKS.US,26.52,26.53,0.010000000000001563,2,0.01,0.01,1.0,USD,USD,Alkermes PLC CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ALL.N,193.81,194.09,0.28000000000000114,2,0.01,0.01,1.0,USD,USD,Allstate Corp,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ALLE.US,163.64,163.68,0.040000000000020464,2,0.01,0.01,1.0,USD,USD,Allegion PLC CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ALNY.US,327.73,328.12,0.38999999999998636,2,0.01,0.01,1.0,USD,USD,Alnylam Pharmaceuticals Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ALTR.US,111.75,111.86,0.10999999999999943,2,0.01,0.01,1.0,USD,USD,Altair Engineering Inc - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.04.30 21:12,LARGE,360.0,1.0
.AMAT.OQ,188.08,188.21,0.12999999999999545,2,0.01,0.01,1.0,USD,USD,Applied Materials, Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AMBA.US,68.31,68.36,0.04999999999999716,2,0.01,0.01,1.0,USD,USD,Ambarella Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.AMCX.US,6.5,6.52,0.019999999999999574,2,0.01,0.01,1.0,USD,USD,AMC Networks Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,SMALL,3.6,100.0
.AMD.OQ,162.14,162.16,0.020000000000010232,2,0.01,0.01,1.0,USD,USD,Advanced Micro Devices,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AME.US,179.74,179.78,0.03999999999999204,2,0.01,0.01,1.0,USD,USD,AMETEK Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AMED.US,97.83,97.86,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Amedisys Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.AMG.US,210.89,211.32,0.4300000000000068,2,0.01,0.01,1.0,USD,USD,Affiliated Managers Group Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AMGN.US,308.52,308.78,0.2599999999999909,2,0.01,0.01,1.0,USD,USD,Amgen Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AMKR.US,21.14,21.15,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Amkor Technology, Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.AMP.US,516.92,517.0,0.08000000000004093,2,0.01,0.01,1.0,USD,USD,Ameriprise Financial Inc ,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AMR.US,138.09,138.25,0.1599999999999966,2,0.01,0.01,1.0,USD,USD,Alpha Metallurgical Resources Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AMT.US,231.17,231.29,0.12000000000000455,2,0.01,0.01,1.0,USD,USD,American Tower Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AMZN.OQ,232.18,232.28,0.09999999999999432,2,0.01,0.01,1.0,USD,USD,Amazon.com Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AN.US,200.23,200.27,0.040000000000020464,2,0.01,0.01,1.0,USD,USD,AutoNation Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ANF.US,93.81,93.89,0.0799999999999983,2,0.01,0.01,1.0,USD,USD,Abercrombie & Fitch Co CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ANSS.US,384.52,384.92,0.4000000000000341,2,0.01,0.01,1.0,USD,USD,ANSYS Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.16 22:59,LARGE,360.0,1.0
.AON.US,356.6,356.7,0.0999999999999659,2,0.01,0.01,1.0,USD,USD,AON Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AOS.US,73.96,73.98,0.020000000000010232,2,0.01,0.01,1.0,USD,USD,AO Smith Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.APA.OQ,19.28,19.32,0.03999999999999915,2,0.01,0.01,1.0,USD,USD,Apache Corp,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:58,MEDIUM,36.0,10.0
.APAM.US,46.52,46.53,0.00999999999999801,4,0.0001,0.0001,0.009999999999999998,USD,USD,Artisan Partners Asset Management Inc - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.APD.US,297.17,297.26,0.08999999999997499,2,0.01,0.01,1.0,USD,USD,Air Products & Chemicals Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.APH.US,104.48,104.51,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Amphenol Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.APLS.US,20.11,20.12,0.010000000000001563,2,0.01,0.01,1.0,USD,USD,Apellis Pharmaceuticals Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.APO.US,151.69,151.7,0.009999999999990905,2,0.01,0.01,1.0,USD,USD,Apollo Global Management CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.APP.US,359.94,360.25,0.3100000000000023,2,0.01,0.01,1.0,USD,USD,Applovin Corp - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.APTV.US,70.46,70.48,0.020000000000010232,2,0.01,0.01,1.0,USD,USD,Aptiv Inc. CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ARE.US,82.08,82.12,0.04000000000000625,2,0.01,0.01,1.0,USD,USD,Alexandria Real Estate Equitie CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ARM.US,160.04,160.08,0.040000000000020464,2,0.01,0.01,1.0,USD,USD,Arm Holdings PLC CFD - ADR CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ARW.US,127.13,127.18,0.05000000000001137,2,0.01,0.01,1.0,USD,USD,Arrow Electronics Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ARWR.US,16.25,16.27,0.019999999999999574,2,0.01,0.01,1.0,USD,USD,Arrowhead Pharmaceuticals Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ASH.US,50.69,50.71,0.020000000000003126,2,0.01,0.01,1.0,USD,USD,Ashland Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ASML.US,725.07,725.14,0.06999999999993634,2,0.01,0.01,1.0,USD,USD,ASML Holding NV - ADR,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ATHM.N,28.27,28.53,0.26000000000000156,2,0.01,0.01,1.0,USD,USD,Autohome Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ATKR.US,78.51,78.54,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Atkore Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ATO.US,157.66,157.76,0.09999999999999432,2,0.01,0.01,1.0,USD,USD,Atmos Energy Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ATR.US,161.7,161.83,0.13000000000002387,2,0.01,0.01,1.0,USD,USD,AptarGroup Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AU.US,50.51,50.53,0.020000000000003126,2,0.01,0.01,1.0,USD,USD,AngloGold Ashanti Ltd CFD - ADR,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.AVB.US,201.45,201.61,0.160000000000025,2,0.01,0.01,1.0,USD,USD,AvalonBay Communities Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AVGO.OQ,288.68,288.8,0.12000000000000455,2,0.01,0.01,1.0,USD,USD,Broadcom Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AVT.US,53.33,53.36,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Avnet Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.AVY.US,178.59,178.62,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Avery Dennison Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AWK.US,140.5,140.58,0.0800000000000125,2,0.01,0.01,1.0,USD,USD,American Water Works Co Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AXP.N,308.14,308.38,0.2400000000000091,2,0.01,0.01,1.0,USD,USD,American Express Company,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AYI.US,297.01,297.29,0.28000000000002956,2,0.01,0.01,1.0,USD,USD,Acuity Brands Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.AZN.US,73.69,73.7,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,AstraZeneca PLC - ADR CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.AZO.US,3842.67,3850.16,7.489999999999782,2,0.01,0.01,1.0,USD,USD,AutoZone Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.BA.N,199.99,200.02,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Boeing Company,Floating,Yes,Yes,0.0,0.0,0.0,2024.03.01 22:59,LARGE,360.0,1.0
.BABA.N,121.02,121.15,0.13000000000000966,2,0.01,0.01,1.0,USD,USD,Ali Baba Group Holding Ltd,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.BAC.N,48.4,48.43,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Bank of America Corporation,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BALL.US,58.94,58.98,0.03999999999999915,2,0.01,0.01,1.0,USD,USD,Ball Corp,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BAM.US,63.18,63.19,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Brookfield Asset Management Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BAND.US,15.14,15.16,0.019999999999999574,2,0.01,0.01,1.0,USD,USD,Bandwidth Inc - class A,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BAP.US,236.9,236.96,0.060000000000002274,2,0.01,0.01,1.0,USD,USD,Credicorp Ltd CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.BAX.US,28.78,28.8,0.019999999999999574,2,0.01,0.01,1.0,USD,USD,Baxter International Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BBWI.US,31.42,31.43,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,PhenomeX Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BBY.N,67.2,67.31,0.10999999999999943,2,0.01,0.01,1.0,USD,USD,Best Buy Co Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BC.US,59.36,59.39,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Brunswick Corp/DE CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BCC.US,86.45,86.5,0.04999999999999716,2,0.01,0.01,1.0,USD,USD,Boise Cascade Co CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BDX.US,183.57,183.62,0.05000000000001137,2,0.01,0.01,1.0,USD,USD,Becton Dickinson and Co CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.BEAM.US,20.95,20.97,0.019999999999999574,2,0.01,0.01,1.0,USD,USD,Beam Therapeutics Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BEN.N,24.69,24.75,0.05999999999999872,2,0.01,0.01,1.0,USD,USD,Franklin Resources Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BEPC.US,36.52,36.53,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Brookfield Renewable Corp - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BFH.US,61.6,61.74,0.14000000000000057,2,0.01,0.01,1.0,USD,USD,Bread Financial Holdings Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BG.US,76.9,76.918,0.018000000000000682,3,0.001,0.001,0.1,USD,USD,Bunge Ltd CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BGNE.US,296.21,296.75,0.5400000000000205,2,0.01,0.01,1.0,USD,USD,BeiGene. Ltd,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.BHF.US,49.47,49.56,0.09000000000000341,2,0.01,0.01,1.0,USD,USD,Brighthouse Financial Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BHP.US,54.08,54.11,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,BHP Billiton Ltd CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BIDU.OQ,90.97,91.01,0.04000000000000625,2,0.01,0.01,1.0,USD,USD,BAIDU,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BIIB.US,132.59,132.64,0.04999999999998295,2,0.01,0.01,1.0,USD,USD,Biogen Idec Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.BILL.US,45.23,45.24,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Bill.com Holdings Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BITO.N,22.86,22.89,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,PROSHARES BITCOIN STRATEGY,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BK.N,99.98,100.04,0.060000000000002274,2,0.01,0.01,1.0,USD,USD,Bank of New York Mellon Corp,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.BKH.US,56.31,56.34,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Black Hills Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BKNG.OQ,5646.64,5650.01,3.369999999999891,2,0.01,0.01,1.0,USD,USD,Booking Holdings Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,XLARGE,3600.0,0.1
.BKR.US,45.73,45.74,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Baker Hughes Co ,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BL.US,56.47,56.5202,0.0502000000000038,4,0.0001,0.0001,0.009999999999999998,USD,USD,BlackLine Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BLK.N,1117.74,1119.86,2.119999999999891,2,0.01,0.01,1.0,USD,USD,BlackRock Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.BMA.US,69.78,69.9,0.12000000000000455,2,0.01,0.01,1.0,USD,USD,Banco Macro SA CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BMBL.US,8.56,8.59,0.02999999999999936,2,0.01,0.01,1.0,USD,USD,Bumble Inc - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,SMALL,3.6,100.0
.BMO.US,114.09,114.16,0.06999999999999318,2,0.01,0.01,1.0,USD,USD,Bank of Montreal CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.BMRN.US,59.76,59.77,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,BioMarin Pharmaceutical Inc. CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BMY.N,48.99,49.0,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Bristol-Myers Squibb Company,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BN.US,67.43,67.44,0.009999999999990905,2,0.01,0.01,1.0,USD,USD,Brookfield Corp - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BNTX.US,114.42,114.56,0.14000000000000057,2,0.01,0.01,1.0,USD,USD,BioNTech SE CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.BOOT.US,167.35,167.53,0.18000000000000682,2,0.01,0.01,1.0,USD,USD,Boot Barn Holdings Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.BPOP.US,114.338,114.38,0.04200000000000159,3,0.001,0.001,0.1,USD,USD,Popular Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.BRKb.N,481.59,481.89,0.30000000000001137,2,0.01,0.01,1.0,USD,USD,Berkshire Hathaway Cl B,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.BRO.US,102.77,102.81,0.04000000000000625,2,0.01,0.01,1.0,USD,USD,Brown & Brown Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.BROS.US,58.4,58.45,0.05000000000000426,2,0.01,0.01,1.0,USD,USD,Dutch Bros Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BSX.US,106.2,106.21,0.009999999999990905,2,0.01,0.01,1.0,USD,USD,Boston Scientific Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.BUD.US,70.09,70.12,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Anheuser-Busch InBev SA/NV,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BURL.US,276.76,276.95,0.18999999999999773,2,0.01,0.01,1.0,USD,USD,Burlington Stores Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.BWA.US,36.03,36.04,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,BorgWarner Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BXP.US,70.73,70.74,0.009999999999990905,2,0.01,0.01,1.0,USD,USD,Boston Properties Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.BYD.US,82.27,82.3002,0.030200000000007776,4,0.0001,0.0001,0.009999999999999998,USD,USD,Boyd Gaming Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.C.N,95.38,95.41,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Citigroup Inc. Common Stock,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CADE.US,35.04,35.09,0.05000000000000426,2,0.01,0.01,1.0,USD,USD,Cadence Bank,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CAH.US,158.22,158.25,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Cardinal Health Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CAKE.US,65.44,65.48,0.04000000000000625,2,0.01,0.01,1.0,USD,USD,Cheesecake Factory Inc/The ,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CALM.US,105.84,105.92,0.0799999999999983,2,0.01,0.01,1.0,USD,USD,Cal-Maine Foods CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.CALX.US,55.296,55.316,0.020000000000003126,4,0.0001,0.0001,0.009999999999999998,USD,USD,Calix Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.CAR.US,207.55,207.7,0.14999999999997726,2,0.01,0.01,1.0,USD,USD,Avis Budget Group Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
