Symbol,Bid,Ask,Spread,Digits,Point,TickSize,TickValue,BaseCurrency,ProfitCurrency,Description,SpreadType,Selected,Visible,SessionHigh,SessionLow,Volume,Time,GannCategory,Price360Range,DegreePerPoint
.EMR.US,146.81,146.86,0.05000000000001137,2,0.01,0.01,1.0,USD,USD,Emerson Electric Co CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ENB.US,45.47,45.48,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Enbridge Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ENS.US,92.99,93.02,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Enersys CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ENSG.US,137.74,137.85,0.10999999999998522,2,0.01,0.01,1.0,USD,USD,Ensign Group CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.EOG.US,119.08,119.09,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,EOG Resources INC CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.EPAM.US,168.82,168.95,0.12999999999999545,2,0.01,0.01,1.0,USD,USD,EPAM Systems Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.EQH.US,52.04,52.06,0.020000000000003126,2,0.01,0.01,1.0,USD,USD,Equitable Holdings Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.EQIX.US,789.54,790.17,0.6299999999999955,2,0.01,0.01,1.0,USD,USD,Equinix Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.EQR.US,67.65,67.66,0.009999999999990905,2,0.01,0.01,1.0,USD,USD,Equity Residential CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.EQT.US,54.04,54.06,0.020000000000003126,2,0.01,0.01,1.0,USD,USD,EQT Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ERII.US,13.91,13.94,0.02999999999999936,2,0.01,0.01,1.0,USD,USD,Energy Recovery Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ES.US,66.41,66.42,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Eversource Energy CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ESS.US,287.4,287.48,0.08000000000004093,2,0.01,0.01,1.0,USD,USD,Essex Property Trust Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ESTC.US,88.7,88.72,0.01999999999999602,2,0.01,0.01,1.0,USD,USD,Elastic NV CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ETN.US,384.88,385.1,0.22000000000002728,2,0.01,0.01,1.0,USD,USD,Eaton Corp PLC CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ETR.US,88.14,88.17,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Entergy Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ETSY.US,63.95,63.97,0.01999999999999602,2,0.01,0.01,1.0,USD,USD,ETSY Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.EW.US,75.75,75.8,0.04999999999999716,2,0.01,0.01,1.0,USD,USD,Edwards Lifesciences Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.EWBC.US,103.43,103.51,0.0799999999999983,2,0.01,0.01,1.0,USD,USD,East West Bancorp Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.EXAS.US,48.79,48.8,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Exact Sciences Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.EXC.US,43.73,43.74,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Exelon Corp,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.EXP.US,219.92,220.08,0.160000000000025,2,0.01,0.01,1.0,USD,USD,Eagle Materials Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.EXPD.US,116.8,116.85,0.04999999999999716,2,0.01,0.01,1.0,USD,USD,Expeditors International of Wa CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.EXPE.OQ,190.47,190.54,0.06999999999999318,2,0.01,0.01,1.0,USD,USD,Expedia Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.EXR.US,150.54,150.56,0.020000000000010232,2,0.01,0.01,1.0,USD,USD,Extra Space Storage Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.F.N,11.25,11.28,0.02999999999999936,2,0.01,0.01,1.0,USD,USD,Ford Motor Company,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FAF.US,59.61,59.67,0.060000000000002274,2,0.01,0.01,1.0,USD,USD,First American Financial Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FANG.US,145.25,145.32,0.06999999999999318,2,0.01,0.01,1.0,USD,USD,Diamondback Energy Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.FARO.US,43.99,44.0,0.00999999999999801,4,0.0001,0.0001,0.009999999999999998,USD,USD,FARO Technologies Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.18 22:59,MEDIUM,36.0,10.0
.FAST.US,47.93,47.94,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Fastenal Co CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FATE.US,1.24,1.25,0.010000000000000009,2,0.01,0.01,1.0,USD,USD,Fate Therapeutics Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,SMALL,3.6,100.0
.FB.OQ,714.6,714.82,0.22000000000002728,2,0.01,0.01,1.0,USD,USD,Facebook Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.FBIN.US,56.04,56.06,0.020000000000003126,2,0.01,0.01,1.0,USD,USD,Fortune Brands Innovations Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FCNCA.US,2115.22,2129.0102,13.790200000000368,4,0.0001,0.0001,0.009999999999999998,USD,USD,First Citizens BancShares Inc (Delaware) - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.FCX.N,44.59,44.6,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Freeport-McMoRan, Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FDS.US,421.21,421.63,0.4200000000000159,2,0.01,0.01,1.0,USD,USD,FactSet Research Systems Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.FDX.N,236.41,236.62,0.21000000000000796,2,0.01,0.01,1.0,USD,USD,FedEx Corporation,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.FE.US,41.42,41.43,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,FirstEnergy Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FFIV.US,301.69,302.0,0.3100000000000023,2,0.01,0.01,1.0,USD,USD,F5 Networks Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.FHI.US,48.83,48.87,0.03999999999999915,2,0.01,0.01,1.0,USD,USD,Federated Hermes Inc - class B CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FICO.US,1536.8,1538.02,1.2200000000000273,2,0.01,0.01,1.0,USD,USD,Fair Isaac Corp.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.FIS.US,80.44,80.45,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Fidelity National Information,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FITB.US,42.68,42.69,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Fifth Third Bancorp,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FIVN.US,28.62,28.66,0.03999999999999915,2,0.01,0.01,1.0,USD,USD,Five9 Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FIZZ.US,46.91,46.97,0.060000000000002274,2,0.01,0.01,1.0,USD,USD,National Beverage Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FL.US,25.76,25.78,0.019999999999999574,2,0.01,0.01,1.0,USD,USD,Foot Locker Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FLR.US,55.61,55.64,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Fluor Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FLS.US,54.36,54.37,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Flowserve Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FLT.US,291.42,291.82,0.39999999999997726,2,0.01,0.01,1.0,USD,USD,FleetCor Technologies Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2024.07.19 22:59,LARGE,360.0,1.0
.FMC.US,42.27,42.28,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,FMC Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FMX.US,97.758,97.85,0.09199999999999875,3,0.001,0.001,0.1,USD,USD,Fomento Economico Mexicano CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FND.US,78.67,78.74,0.06999999999999318,2,0.01,0.01,1.0,USD,USD,Floor & Decor Holdings Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FNF.US,56.41,56.43,0.020000000000003126,2,0.01,0.01,1.0,USD,USD,Fidelity National Financial Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FNV.US,162.67,162.77,0.10000000000002274,2,0.01,0.01,1.0,USD,USD,FRANCO-NEVADA CORP CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.FOX.US,51.69,51.7,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Twenty-First Century Fox Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FROG.US,41.62,41.69,0.07000000000000028,2,0.01,0.01,1.0,USD,USD,Jfrog Ltd CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FRT.US,94.71,94.74,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Federal Realty Investment Trus CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FSLR.US,180.72,180.79,0.06999999999999318,2,0.01,0.01,1.0,USD,USD,First Solar Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.FTI.US,37.51,37.54,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,FMC Technologies Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FTNT.US,104.78,104.8,0.01999999999999602,2,0.01,0.01,1.0,USD,USD,Fortinet Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.FTS.US,49.07,49.08,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Fortis Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FTV.US,51.01,51.03,0.020000000000003126,2,0.01,0.01,1.0,USD,USD,Fortive Corp.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FUTU.US,166.83,166.97,0.13999999999998636,2,0.01,0.01,1.0,USD,USD,Futu Holdings Ltd - ADR CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.FVRR.US,25.99,26.02,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Fiverr International Ltd CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.FWONA.US,93.41,93.54,0.13000000000000966,2,0.01,0.01,1.0,USD,USD,Flywire Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.GAIN.US,14.01,14.07,0.0600000000000005,2,0.01,0.01,1.0,USD,USD,Gladstone Investment Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.GD.US,314.22,314.48,0.2599999999999909,2,0.01,0.01,1.0,USD,USD,General Dynamics Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.GDDY.N,166.13,166.3,0.17000000000001592,2,0.01,0.01,1.0,USD,USD,GoDaddy Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.GE.N,267.97,268.01,0.03999999999996362,2,0.01,0.01,1.0,USD,USD,General Electric Company,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.GEHC.US,76.77,76.78,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,GE Healthcare Technologies Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.GEO.US,24.58,24.59,0.010000000000001563,2,0.01,0.01,1.0,USD,USD,GEO Group Inc. CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.GES.US,13.21,13.22,0.009999999999999787,2,0.01,0.01,1.0,USD,USD,Guess Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.GH.US,46.07,46.09,0.020000000000003126,2,0.01,0.01,1.0,USD,USD,Guardant Health Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.GHC.US,901.48,903.76,2.2799999999999727,2,0.01,0.01,1.0,USD,USD,Graham Holdings Co - class B CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.GIB.US,101.46,101.49,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,CGI Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.GIII.US,23.99,24.0,0.010000000000001563,2,0.01,0.01,1.0,USD,USD,G-III Apparel Group Ltd CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.GILD.OQ,113.2,113.23,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Gilead Sciences Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.GIS.US,50.98,50.99,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,General Mills Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.GL.US,131.44,131.6,0.1599999999999966,2,0.01,0.01,1.0,USD,USD,Torchmark Corporation CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.GLOB.US,88.86,88.89,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Globant SA CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.GM.N,52.32,52.4,0.0799999999999983,2,0.01,0.01,1.0,USD,USD,General Motors,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.GME.OQ,23.53,23.56,0.029999999999997584,2,0.01,0.01,1.0,USD,USD,GameStop Corp.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.GMED.US,53.23,53.28,0.05000000000000426,2,0.01,0.01,1.0,USD,USD,Globus Medical Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.GNTX.US,23.6,23.61,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Gentex Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.GOEV.US,0.36,0.37,0.010000000000000009,2,0.01,0.01,1.0,USD,USD,Canoo Inc - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.04.30 20:13,MICRO,0.36,1000.0
.GOOG.OQ,192.12,192.14,0.01999999999998181,2,0.01,0.01,1.0,USD,USD,Alphabet Inc. - Class C,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.GPC.US,133.18,133.21,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Genuine Parts Co CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.GPN.US,83.07,83.09,0.020000000000010232,2,0.01,0.01,1.0,USD,USD,Global Payments Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.GPS.US,20.26,20.27,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Gap Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.GRMN.US,231.76,231.84,0.0800000000000125,2,0.01,0.01,1.0,USD,USD,Garmin Ltd.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.GRPN.US,33.18,33.21,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Groupon Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.GS.N,719.2,720.07,0.8700000000000045,2,0.01,0.01,1.0,USD,USD,Goldman Sachs Group, Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.GTLS.US,170.46,170.57,0.10999999999998522,2,0.01,0.01,1.0,USD,USD,Chart Industries Inc,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.GWW.US,1050.86,1052.22,1.3600000000001273,2,0.01,0.01,1.0,USD,USD,WW Grainger Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.GXO.US,51.76,51.77,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,GXO Logistics Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.HAL.US,22.42,22.43,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Halliburton ,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.HAS.US,75.02,75.05,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Hasbro Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.HCA.US,341.26,341.45,0.18999999999999773,2,0.01,0.01,1.0,USD,USD,HCA Holdings Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.HCC.US,57.96,58.0,0.03999999999999915,2,0.01,0.01,1.0,USD,USD,Warrior Met Coal Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.HD.N,372.88,373.08,0.19999999999998863,2,0.01,0.01,1.0,USD,USD,The Home Depot Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.HDB.US,77.97,78.0,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,HDFC Bank Ltd CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.HELE.US,23.52,23.5498,0.029800000000001603,4,0.0001,0.0001,0.009999999999999998,USD,USD,Helen of Troy Ltd,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.HES.US,148.99,149.04,0.04999999999998295,2,0.01,0.01,1.0,USD,USD,Hess Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.17 22:59,LARGE,360.0,1.0
.HIG.US,122.99,123.01,0.020000000000010232,2,0.01,0.01,1.0,USD,USD,Hartford Financial Services Gr.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.HII.US,263.18,263.38,0.19999999999998863,2,0.01,0.01,1.0,USD,USD,Huntington Ingalls Industries CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.HLNE.US,156.48,156.57,0.09000000000000341,2,0.01,0.01,1.0,USD,USD,Hamilton Lane Inc - class A CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.HLT.N,267.39,267.79,0.4000000000000341,2,0.01,0.01,1.0,USD,USD,Hilton Worldwide,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.HOG.US,23.97,23.99,0.019999999999999574,2,0.01,0.01,1.0,USD,USD,Harley-Davidson Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.HOLX.US,66.1,66.14,0.04000000000000625,2,0.01,0.01,1.0,USD,USD,Hologic Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.HON.US,224.5,224.62,0.12000000000000455,2,0.01,0.01,1.0,USD,USD,Honeywell International Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.HP.US,16.81,16.83,0.019999999999999574,2,0.01,0.01,1.0,USD,USD,Helmerich & Payne Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.HPQ.N,25.66,25.67,0.010000000000001563,2,0.01,0.01,1.0,USD,USD,HP Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.HRB.US,56.23,56.25,0.020000000000003126,2,0.01,0.01,1.0,USD,USD,H&R Block Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.HRL.US,29.3,29.31,0.00999999999999801,2,0.01,0.01,1.0,USD,USD,Hormel Foods Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.HSIC.US,72.6,72.63,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,Henry Schein Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.HSY.US,183.86,183.9,0.03999999999999204,2,0.01,0.01,1.0,USD,USD,Hershey Co,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.HUBS.US,551.76,552.18,0.4199999999999591,2,0.01,0.01,1.0,USD,USD,HubSpot Inc.,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.HUM.US,229.17,229.3,0.13000000000002387,2,0.01,0.01,1.0,USD,USD,Humana Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.HUN.US,10.87,10.88,0.010000000000001563,2,0.01,0.01,1.0,USD,USD,Huntsman Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.HXL.US,62.34,62.38,0.03999999999999915,2,0.01,0.01,1.0,USD,USD,Hexcel Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.IAC.US,40.54,40.57,0.030000000000001137,2,0.01,0.01,1.0,USD,USD,InterActiveCorp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.IBM.N,260.42,260.9,0.47999999999996135,2,0.01,0.01,1.0,USD,USD,International Business Machines Corporation,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.ICE.US,183.58,183.65,0.06999999999999318,2,0.01,0.01,1.0,USD,USD,Intercontinental Exchange Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.IDCC.US,224.59,225.07,0.47999999999998977,2,0.01,0.01,1.0,USD,USD,InterDigital Inc/PA CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.IDXX.US,549.97,550.15,0.17999999999994998,2,0.01,0.01,1.0,USD,USD,IDEXX Laboratories Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.IEX.US,183.65,183.74,0.09000000000000341,2,0.01,0.01,1.0,USD,USD,IDEX Corp CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.IFF.US,75.87,75.89,0.01999999999999602,2,0.01,0.01,1.0,USD,USD,International Flavors & Fragra CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.ILMN.OQ,107.61,107.69,0.0799999999999983,2,0.01,0.01,1.0,USD,USD,Illumina,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
.INCY.US,70.49,70.5,0.010000000000005116,2,0.01,0.01,1.0,USD,USD,Incyte Corporation CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,MEDIUM,36.0,10.0
.INGR.US,132.75,132.8,0.05000000000001137,2,0.01,0.01,1.0,USD,USD,Ingredion Inc CFD,Floating,Yes,Yes,0.0,0.0,0.0,2025.07.24 22:59,LARGE,360.0,1.0
